,timestamp,source_ip,destination_ip,protocol,source_port,destination_port,packet_length,flags,threat,is_danger
59,2024-04-13 06:44:45,155.27.166.54,149.252.48.162,TCP,17361,11748,65,URF,Normal,False
60,2024-04-13 13:56:20,100.162.151.119,45.110.229.119,TCP,51986,60752,1123,PPS,Normal,False
61,2024-04-13 05:30:47,123.180.158.161,115.242.70.83,TCP,53785,36158,278,PSP,Normal,False
62,2024-04-13 22:33:32,244.83.211.247,84.68.178.219,UDP,52015,8136,165,RRS,Normal,False
63,2024-04-13 01:25:37,152.29.131.164,248.104.97.98,UDP,59029,22655,564,FSS,Normal,False
64,2024-04-13 21:42:19,19.166.242.39,40.221.135.120,UDP,40351,8051,335,UPP,Normal,False
65,2024-04-13 05:18:49,2.100.12.54,233.23.189.54,UDP,58931,39545,719,PRS,Normal,False
66,2024-04-13 02:08:19,203.208.129.255,191.106.154.35,TCP,16458,8960,637,UFA,Normal,False
67,2024-04-13 13:06:03,18.90.158.193,149.114.5.96,UDP,12610,24082,1059,PUS,DNS_Poisoning,True
68,2024-04-13 04:54:52,228.76.82.176,246.218.131.81,TCP,39335,33688,944,UPS,Normal,False
69,2024-04-13 23:13:16,115.117.49.54,70.177.171.236,TCP,54273,63175,203,PAF,Normal,False
70,2024-04-13 15:56:58,36.16.217.192,125.163.85.218,UDP,28049,14926,704,SRA,Normal,False
71,2024-04-13 20:53:11,85.178.181.255,230.28.138.46,UDP,38706,42016,718,RSR,Normal,False
72,2024-04-13 07:31:15,113.128.120.36,14.29.252.125,TCP,39200,33829,640,UPU,Normal,False
73,2024-04-13 17:50:31,33.53.98.150,228.173.48.116,TCP,45916,57142,890,UPF,Normal,False
74,2024-04-13 07:07:36,92.253.3.179,139.243.12.16,TCP,29893,51564,126,SAA,Normal,False
75,2024-04-13 02:36:12,14.133.130.149,8.161.134.107,UDP,64107,34096,72,SPS,Normal,False
76,2024-04-13 19:05:48,205.209.64.52,238.71.39.241,UDP,58334,14069,384,URR,Normal,False
77,2024-04-13 02:19:36,28.39.161.234,48.199.32.43,UDP,29145,25882,70,SAR,Normal,False
78,2024-04-13 22:11:08,249.121.235.58,59.129.33.189,TCP,25548,13017,1199,PPU,Normal,False
79,2024-04-13 16:24:52,191.155.112.74,230.37.46.218,TCP,35201,4562,1317,PFA,Normal,False
80,2024-04-13 07:09:06,247.239.157.62,183.176.159.139,TCP,55949,13624,1030,FFU,Normal,False
81,2024-04-13 09:45:08,202.247.237.109,252.22.79.61,UDP,992,48014,58,SRA,Normal,False
82,2024-04-13 12:57:24,124.134.73.41,72.220.176.185,TCP,15355,18624,658,SRF,Normal,False
83,2024-04-13 00:32:02,43.72.239.162,99.179.189.2,UDP,51454,59251,140,PPR,Normal,False
84,2024-04-13 02:23:30,207.245.227.255,216.195.29.57,TCP,19158,14925,1247,RRF,Normal,False
85,2024-04-13 22:14:33,104.244.249.166,181.8.26.134,TCP,31204,34929,1316,AAA,Normal,False
86,2024-04-13 21:55:48,12.130.48.110,247.153.171.129,UDP,35186,17255,946,SAR,Normal,False
87,2024-04-13 21:31:09,156.136.43.120,16.91.55.252,UDP,24098,17309,207,SAP,Normal,False
88,2024-04-13 07:47:10,176.85.142.193,239.188.195.227,TCP,56094,51591,948,FFF,Normal,False
89,2024-04-13 21:20:19,178.45.58.4,131.4.155.174,UDP,44470,35333,621,PSS,Normal,False
90,2024-04-13 03:56:24,133.69.78.11,47.116.251.135,UDP,44307,7160,1477,URR,Normal,False
91,2024-04-13 09:32:35,188.9.248.208,249.167.43.235,UDP,52575,63491,179,RAP,Normal,False
92,2024-04-13 04:08:38,129.166.1.103,209.160.232.65,UDP,862,16707,660,RSR,Normal,False
93,2024-04-13 02:56:41,168.106.224.118,33.27.33.217,UDP,56073,8968,899,RFU,Normal,False
94,2024-04-13 01:56:07,47.249.252.197,76.95.244.148,UDP,1984,47269,794,APS,Normal,False
95,2024-04-13 03:41:11,210.62.2.28,15.67.150.232,TCP,39454,59770,907,AUP,Normal,False
96,2024-04-13 23:25:24,160.131.110.91,197.20.94.180,UDP,22786,40412,677,FRU,Normal,False
97,2024-04-13 07:11:27,189.151.22.41,74.180.117.153,TCP,42935,26212,1142,AUP,Normal,False
98,2024-04-13 04:25:18,125.217.99.231,12.83.141.190,UDP,59415,2476,469,APA,Normal,False
99,2024-04-13 02:23:53,154.244.110.83,49.107.149.122,TCP,43230,51404,1162,RAR,Normal,False
100,2024-04-13 23:08:22,113.190.65.155,33.91.101.173,TCP,45235,60403,135,PRA,Normal,False
101,2024-04-13 04:44:28,113.10.0.106,177.241.29.195,UDP,27195,20686,1146,SPP,Normal,False
102,2024-04-13 23:10:50,211.44.70.218,236.97.115.59,UDP,39028,5992,180,UPF,Normal,False
103,2024-04-13 23:45:07,140.135.80.19,47.39.249.43,UDP,21491,26894,1462,FFA,Normal,False
104,2024-04-13 01:35:34,218.2.86.217,11.229.20.170,TCP,8466,23070,776,SPP,Normal,False
105,2024-04-13 02:25:42,120.53.182.194,186.116.178.199,UDP,42102,40075,237,SPS,Normal,False
106,2024-04-13 11:03:33,172.78.54.115,123.246.165.242,TCP,32858,3187,1088,FUP,Normal,False
107,2024-04-13 01:09:33,244.94.206.196,176.29.131.86,TCP,4539,39601,827,RAP,Normal,False
108,2024-04-13 03:21:38,50.235.116.227,45.190.41.50,TCP,11180,55309,626,RAA,Normal,False
109,2024-04-13 15:32:48,86.56.145.88,131.94.95.204,UDP,30241,31217,1202,AFR,Normal,False
110,2024-04-13 01:37:42,45.172.120.4,86.4.73.67,TCP,62807,56011,241,SAF,Normal,False
111,2024-04-13 10:14:52,67.213.62.135,212.132.66.65,UDP,9771,9474,915,RPS,Normal,False
112,2024-04-13 03:05:45,41.151.47.218,227.208.159.146,UDP,39402,19514,192,SRR,Normal,False
113,2024-04-13 08:14:11,179.223.76.87,242.150.232.173,TCP,11035,37881,637,RSP,Normal,False
114,2024-04-13 12:55:18,207.125.26.40,58.246.39.165,UDP,2224,25692,51,UAA,Normal,False
115,2024-04-13 06:07:10,88.152.41.205,11.159.179.54,UDP,63108,59021,1039,RFA,Normal,False
116,2024-04-13 06:53:38,215.69.81.73,92.100.69.125,TCP,23607,62810,72,URP,Normal,False
117,2024-04-13 22:16:47,183.215.99.235,131.232.0.181,TCP,44514,36471,716,AUU,Phishing,True
118,2024-04-13 11:55:49,248.180.192.166,100.118.104.229,TCP,4526,38889,354,FPU,Normal,False
119,2024-04-13 19:06:16,255.68.123.183,85.234.87.173,TCP,32870,61236,666,AAR,Normal,False
120,2024-04-13 05:18:40,123.198.208.44,160.147.218.224,TCP,23730,13125,1463,PFP,Normal,False
121,2024-04-13 20:41:04,30.109.146.104,164.73.227.100,UDP,21440,1383,1312,PUS,Normal,False
122,2024-04-13 02:10:04,232.104.139.101,246.225.227.240,TCP,38405,5877,204,RSF,Normal,False
123,2024-04-13 14:17:55,150.98.7.50,73.100.99.90,TCP,56029,5514,583,PUR,Normal,False
124,2024-04-13 09:02:29,112.208.213.83,141.73.95.3,TCP,30502,2441,362,RPS,Normal,False
125,2024-04-13 14:12:54,51.88.171.134,152.187.26.55,TCP,28088,10159,728,SSU,Normal,False
126,2024-04-13 05:25:42,16.53.74.107,85.133.155.22,TCP,15635,63550,840,RRA,Normal,False
127,2024-04-13 00:14:16,54.217.86.43,36.135.40.45,TCP,42675,16539,982,RAS,Normal,False
128,2024-04-13 05:40:12,44.125.79.137,119.167.70.6,TCP,29699,33326,731,RFS,Normal,False
129,2024-04-13 18:53:34,147.3.143.223,76.127.87.83,UDP,21895,46220,795,RSF,Normal,False
130,2024-04-13 23:38:43,184.104.60.168,137.213.219.173,UDP,20500,15183,614,SAA,Normal,False
131,2024-04-13 18:22:30,147.161.128.109,20.242.184.73,UDP,39597,4061,1048,UUP,Normal,False
132,2024-04-13 15:17:31,24.27.241.109,133.68.246.174,TCP,53320,52579,779,SRP,Normal,False
133,2024-04-13 23:57:27,193.2.199.157,229.222.201.9,TCP,20501,22050,853,PFA,Normal,False
134,2024-04-13 05:32:46,115.253.87.142,25.4.203.227,UDP,52728,23528,380,RUP,Normal,False
135,2024-04-13 01:09:48,115.138.170.184,138.169.134.59,TCP,20052,4007,679,UAA,Normal,False
136,2024-04-13 16:53:33,3.212.10.159,182.10.179.95,TCP,39092,63822,993,AAA,Normal,False
137,2024-04-13 09:28:49,137.103.28.187,197.171.57.213,TCP,1778,8789,131,PRU,Normal,False
138,2024-04-13 20:19:57,50.107.43.241,2.127.175.136,UDP,49699,10198,1283,FSS,Normal,False
139,2024-04-13 06:02:37,158.121.47.227,106.55.140.123,UDP,25250,37736,795,PPU,Normal,False
140,2024-04-13 19:51:12,74.169.62.103,59.118.127.53,TCP,40904,56026,344,RPF,Normal,False
141,2024-04-13 04:15:01,149.174.249.37,46.187.96.218,TCP,64355,42487,439,ARP,Normal,False
142,2024-04-13 13:42:25,61.219.30.163,37.4.48.151,UDP,31674,18692,1449,SPP,Normal,False
143,2024-04-13 18:18:05,44.194.60.56,133.47.102.172,UDP,5307,47943,1431,RPR,Normal,False
144,2024-04-13 02:36:24,204.177.220.0,124.139.217.231,TCP,37386,34573,714,UFA,Normal,False
145,2024-04-13 19:56:57,96.143.132.117,109.52.101.33,TCP,15998,57751,1484,RAR,Normal,False
146,2024-04-13 21:37:44,39.200.105.2,27.64.20.108,UDP,28574,48524,1250,PRR,Normal,False
147,2024-04-13 04:24:36,239.40.117.204,132.97.73.162,UDP,13777,10736,1486,PUA,Normal,False
148,2024-04-13 20:14:26,118.107.182.92,234.33.177.114,TCP,37505,33943,1386,PAF,Normal,False
149,2024-04-13 01:46:51,204.63.246.241,61.48.68.154,TCP,715,25768,161,RFS,Normal,False
150,2024-04-13 18:15:26,230.136.254.23,59.107.99.252,UDP,26281,47025,1193,RPP,Normal,False
151,2024-04-13 05:39:48,8.106.164.218,82.42.83.92,TCP,56757,57837,895,SFF,Normal,False
152,2024-04-13 00:18:52,196.152.214.203,254.176.39.42,TCP,22493,36923,842,RFP,Normal,False
153,2024-04-13 08:09:18,97.126.98.111,207.216.69.165,TCP,59133,55434,792,RPS,Normal,False
154,2024-04-13 14:14:26,167.211.195.180,14.130.5.143,UDP,50345,7924,1277,UAF,Normal,False
155,2024-04-13 07:53:39,58.176.87.172,56.254.118.49,UDP,21753,44197,637,FUU,Normal,False
156,2024-04-13 01:41:41,181.121.134.155,164.128.110.190,UDP,5374,59311,386,PPA,Normal,False
157,2024-04-13 15:02:54,25.70.188.81,249.223.101.91,TCP,19183,39342,330,AFF,Normal,False
158,2024-04-13 02:43:43,231.74.37.190,80.184.214.182,UDP,38141,21765,433,UPP,Normal,False
159,2024-04-13 06:55:31,184.76.56.68,206.200.59.118,UDP,39319,7541,429,APS,Normal,False
160,2024-04-13 07:35:50,233.43.74.75,204.119.58.61,UDP,61095,11089,724,AAR,Normal,False
161,2024-04-13 09:08:16,98.103.94.79,69.97.175.135,TCP,17325,21841,698,PUS,Normal,False
162,2024-04-13 08:55:30,229.195.135.181,105.125.86.243,UDP,30156,61377,176,RPP,Normal,False
163,2024-04-13 02:19:45,98.91.52.250,210.215.54.243,UDP,43048,56249,1263,SRP,Normal,False
164,2024-04-13 22:19:52,23.140.198.68,128.101.200.202,UDP,8105,25275,1312,PAA,Normal,False
165,2024-04-13 06:55:05,195.32.123.10,156.180.72.50,TCP,36298,24491,1444,APR,Normal,False
166,2024-04-13 01:48:48,253.40.70.135,134.67.185.41,TCP,46687,17784,315,SRS,Normal,False
167,2024-04-13 00:08:34,186.40.142.121,27.52.109.231,TCP,12135,44329,1183,PSA,Malware,True
168,2024-04-13 05:29:56,238.10.44.68,95.165.126.27,UDP,22013,17702,1422,SRU,Normal,False
169,2024-04-13 15:05:35,217.102.252.184,240.194.167.172,TCP,21352,59639,209,FSR,Normal,False
170,2024-04-13 06:57:55,216.32.217.45,241.127.24.196,TCP,65233,20020,803,ASR,Normal,False
171,2024-04-13 15:02:16,14.94.194.84,147.171.234.127,TCP,13646,28270,1295,PRU,Normal,False
172,2024-04-13 09:35:33,42.95.202.205,245.191.137.151,UDP,41963,36816,687,USR,Normal,False
173,2024-04-13 18:19:16,20.88.175.100,45.146.98.18,TCP,19280,2113,824,PFA,Normal,False
174,2024-04-13 18:43:57,81.3.56.35,122.17.241.106,UDP,16936,5941,631,FUR,Normal,False
175,2024-04-13 23:54:05,224.101.66.211,255.32.53.109,UDP,57881,15679,849,RFP,Normal,False
176,2024-04-13 11:46:21,119.1.161.218,175.95.72.126,UDP,48485,39079,1367,FSP,Normal,False
177,2024-04-13 19:41:58,184.69.159.247,156.74.72.142,UDP,19887,26633,202,PAU,Normal,False
178,2024-04-13 07:46:34,172.234.220.252,15.205.7.98,UDP,39818,33952,342,FPA,Normal,False
179,2024-04-13 18:14:14,214.186.20.156,39.210.123.89,TCP,19233,35530,847,FFS,Normal,False
180,2024-04-13 18:32:34,33.232.37.77,59.250.87.247,TCP,26651,44920,1391,URU,Normal,False
181,2024-04-13 06:16:17,172.137.80.157,204.231.249.234,UDP,21271,28662,52,RUR,Normal,False
182,2024-04-13 04:18:58,142.135.197.69,100.215.75.254,UDP,4955,52143,1008,USR,Normal,False
183,2024-04-13 14:11:16,43.130.91.183,126.233.193.91,TCP,1132,42758,603,PSA,Normal,False
184,2024-04-13 13:28:13,209.181.162.169,208.116.95.62,UDP,21928,33438,1275,AFS,Normal,False
185,2024-04-13 01:12:16,86.110.29.183,42.247.37.115,TCP,51246,38542,760,SFR,Normal,False
186,2024-04-13 05:40:43,117.31.219.174,82.109.219.56,TCP,11852,30867,785,FRR,Normal,False
187,2024-04-13 02:35:31,15.20.161.30,176.254.163.190,TCP,64640,41005,1485,PFP,Normal,False
188,2024-04-13 01:20:16,14.106.158.208,140.138.52.77,TCP,28008,25248,1282,SRA,Normal,False
189,2024-04-13 07:58:22,7.222.178.49,70.230.224.101,TCP,54451,175,133,RAS,Normal,False
190,2024-04-13 03:30:17,162.2.126.72,145.88.14.17,TCP,45385,32310,547,SUP,Normal,False
191,2024-04-13 03:23:01,253.36.117.193,143.13.106.23,TCP,65382,22272,798,SUF,Normal,False
192,2024-04-13 14:20:39,139.208.9.185,47.75.220.209,TCP,34710,30302,674,PUP,Normal,False
193,2024-04-13 20:03:28,48.68.19.237,129.107.62.138,TCP,47953,57558,355,USU,Normal,False
194,2024-04-13 13:17:24,92.119.96.102,153.4.51.199,TCP,8276,12433,1084,SFP,Normal,False
195,2024-04-13 21:20:30,243.107.72.233,81.137.88.30,TCP,9376,54108,1201,RPR,Normal,False
196,2024-04-13 17:44:43,221.98.166.219,198.40.116.88,TCP,8572,31346,1456,AUP,Normal,False
197,2024-04-13 11:48:22,227.224.168.79,132.26.1.107,UDP,26402,38827,1496,AFA,Normal,False
198,2024-04-13 08:45:06,235.91.4.229,60.209.124.158,TCP,61125,16647,1339,SFS,Normal,False
199,2024-04-13 21:19:12,137.129.121.157,13.156.212.0,UDP,6159,19298,503,PPR,Normal,False
200,2024-04-13 18:04:20,12.125.12.234,172.197.225.75,UDP,45670,44745,1045,FRF,Normal,False
201,2024-04-13 22:41:33,61.35.66.42,108.203.10.128,UDP,4382,29932,878,AAP,Normal,False
202,2024-04-13 14:07:05,75.172.168.186,70.179.132.190,UDP,26567,57220,729,RAS,Normal,False
203,2024-04-13 12:49:17,0.212.12.229,207.188.7.114,UDP,50140,19516,1162,PPU,Normal,False
204,2024-04-13 10:19:38,101.164.52.56,198.60.224.73,UDP,36248,32241,756,FAF,Normal,False
205,2024-04-13 20:55:13,248.9.127.111,61.175.22.79,UDP,18938,56281,1428,UUP,Normal,False
206,2024-04-13 21:11:55,237.92.208.117,103.216.84.220,TCP,41172,43281,853,AFP,Normal,False
207,2024-04-13 18:48:45,191.225.126.172,88.191.85.24,TCP,27995,34727,234,PAR,Normal,False
208,2024-04-13 11:41:09,86.186.5.74,173.250.246.238,UDP,63637,28201,1141,ASP,Normal,False
209,2024-04-13 07:26:58,105.108.41.176,10.247.7.171,UDP,10400,46182,975,AAU,Normal,False
210,2024-04-13 09:58:01,236.68.171.173,218.212.77.180,TCP,209,34436,151,ASF,Normal,False
211,2024-04-13 19:31:51,177.112.143.69,121.90.246.170,UDP,24452,10936,850,FRS,Normal,False
212,2024-04-13 22:21:32,169.145.211.133,29.146.149.221,TCP,4924,36328,636,RSS,Normal,False
213,2024-04-13 04:45:11,50.39.158.18,25.207.250.20,TCP,51497,18535,583,SFR,Normal,False
214,2024-04-13 22:31:43,254.254.200.69,44.163.180.244,UDP,54432,58000,124,APP,Normal,False
215,2024-04-13 04:06:42,145.148.122.60,79.93.93.245,TCP,26402,17588,126,AUR,Normal,False
216,2024-04-13 11:42:48,12.110.3.150,7.85.228.49,TCP,9743,57302,1023,PSF,Normal,False
217,2024-04-13 04:03:41,12.224.74.215,214.159.231.141,UDP,50390,30493,214,PFU,DDoS,True
218,2024-04-13 13:06:31,176.87.161.20,85.177.60.195,TCP,61135,39190,1239,AFF,Normal,False
219,2024-04-13 06:10:33,235.247.119.142,223.221.130.71,TCP,50418,9899,75,RSP,Normal,False
220,2024-04-13 02:23:47,226.124.122.109,146.56.191.73,UDP,39934,2996,53,SRU,Normal,False
221,2024-04-13 05:15:05,56.45.212.136,220.10.59.88,TCP,13763,24927,284,SSP,Normal,False
222,2024-04-13 11:09:53,72.30.224.43,89.156.228.72,UDP,64113,55506,337,SFF,Normal,False
223,2024-04-13 09:55:18,141.54.240.231,123.131.64.131,TCP,33421,14679,1137,ASA,Normal,False
224,2024-04-13 10:58:20,121.97.216.71,14.9.100.214,TCP,53574,35421,1008,APA,Normal,False
225,2024-04-13 05:02:47,203.245.248.5,104.48.227.119,TCP,8612,58031,1287,FSS,Normal,False
226,2024-04-13 14:23:24,187.52.181.108,103.206.228.3,TCP,11252,55773,328,URR,Normal,False
227,2024-04-13 03:39:32,209.140.110.141,150.165.107.78,UDP,45963,18264,1248,PRR,Normal,False
228,2024-04-13 01:02:16,27.159.221.225,166.54.79.40,TCP,41633,18837,537,SUP,Normal,False
229,2024-04-13 09:01:39,144.116.81.82,106.253.162.9,UDP,18440,11780,391,USF,Normal,False
230,2024-04-13 01:33:25,132.178.63.83,48.38.120.51,TCP,1078,42047,554,AAR,Normal,False
231,2024-04-13 13:54:53,157.227.134.150,165.71.39.107,TCP,427,65266,1120,RFS,Normal,False
232,2024-04-13 00:21:28,147.218.183.177,72.206.237.182,TCP,48820,49366,816,AUA,Normal,False
233,2024-04-13 11:12:29,49.5.64.104,18.120.204.109,TCP,27151,1565,543,AFU,Normal,False
234,2024-04-13 04:23:04,140.16.13.135,244.48.11.42,TCP,17020,23896,1030,RSA,Normal,False
235,2024-04-13 22:17:09,220.162.22.63,82.71.133.134,TCP,13942,38628,1201,RPS,Normal,False
236,2024-04-13 11:53:13,181.170.148.188,145.186.234.154,TCP,53094,23229,1477,SRR,Normal,False
237,2024-04-13 18:12:50,137.172.243.16,226.204.232.157,TCP,30866,21841,617,AAR,Normal,False
238,2024-04-13 03:52:28,194.93.104.171,140.147.118.206,UDP,53406,64798,789,SFU,Normal,False
239,2024-04-13 02:55:40,243.223.1.85,113.175.159.41,UDP,42779,30633,722,FRS,Normal,False
240,2024-04-13 13:06:31,10.81.36.6,36.115.120.96,UDP,59054,31111,1342,AAR,Normal,False
241,2024-04-13 21:55:14,189.99.199.61,245.186.225.251,TCP,17679,54616,164,SSF,Normal,False
242,2024-04-13 07:59:01,127.70.128.168,74.94.158.248,UDP,13999,3799,188,ARP,Normal,False
243,2024-04-13 16:17:24,49.248.89.48,46.158.18.99,UDP,56758,43353,1050,USS,Normal,False
244,2024-04-13 08:54:38,188.119.123.21,24.107.242.58,UDP,42310,28071,1161,PAR,Normal,False
245,2024-04-13 20:38:56,25.6.212.103,69.208.49.20,UDP,36158,1217,1159,AAA,Normal,False
246,2024-04-13 23:55:15,75.201.83.31,37.109.234.111,UDP,128,26418,693,RRP,Normal,False
247,2024-04-13 22:21:49,184.242.83.236,246.188.243.230,TCP,37418,17838,1427,AFS,Normal,False
248,2024-04-13 07:41:42,104.229.161.107,208.119.126.5,TCP,4532,34786,987,UFA,Normal,False
249,2024-04-13 19:55:00,26.152.198.25,94.193.134.32,UDP,39113,43556,256,SRU,Normal,False
250,2024-04-13 03:16:16,52.112.137.220,240.251.6.214,UDP,6227,2801,240,RRS,Normal,False
251,2024-04-13 07:16:47,137.201.46.65,140.5.128.159,UDP,35889,48422,1092,AFF,Normal,False
252,2024-04-13 02:49:27,25.99.91.222,67.54.92.20,UDP,27547,14563,690,FPP,Normal,False
253,2024-04-13 15:01:24,4.130.89.132,23.88.122.71,UDP,47906,6389,568,AAS,Normal,False
254,2024-04-13 03:07:32,61.210.167.207,201.211.62.111,TCP,20046,39514,416,PPU,Normal,False
255,2024-04-13 21:35:13,143.139.156.101,71.64.241.79,TCP,8248,53332,695,SFS,Normal,False
256,2024-04-13 09:50:11,29.253.86.241,205.98.163.3,TCP,28492,14705,708,PRU,Normal,False
257,2024-04-13 15:56:28,146.16.95.106,200.6.133.26,UDP,26174,64088,1070,FPR,Normal,False
258,2024-04-13 10:03:41,145.138.180.55,167.69.84.235,TCP,20774,41316,1452,USF,Normal,False
259,2024-04-13 17:35:46,11.237.190.161,21.228.147.103,UDP,54485,54494,1145,PPF,Normal,False
260,2024-04-13 22:18:49,135.21.162.172,131.242.220.229,TCP,20084,11904,807,ARS,Normal,False
